date,time,address,type,neighborhood,npu,x,y
07/30/2015,13:45:00                      ,2292 FAIRBURN RD SW,LARCENY-NON VEHICLE,Ben Hill Acres,P,-84.51099,33.69129
07/30/2015,14:00:00                      ,799 CHARLES ALLEN DR NE,AUTO THEFT,Midtown,E,-84.37256,33.77775
07/30/2015,14:00:00                      ,150 ADAIR AVE SE,LARCENY-NON VEHICLE,Lakewood Heights,Y,-84.38321,33.7064
07/30/2015,14:15:00                      ,1425 ELLSWORTH INDUSTRIAL BLVD NW,LARCENY-FROM VEHICLE,Blandtown,D,-84.42575,33.79388
07/30/2015,14:30:00                      ,1275 CAROLINE ST NE @TARGET - CAROLINE,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674
07/30/2015,15:00:00                      ,1325 LOGAN CIR NW,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.43066,33.80567
07/30/2015,15:00:00                      ,425 CLIFTON ST SE,LARCENY-NON VEHICLE,East Atlanta,W,-84.33242,33.74222
07/30/2015,15:15:00                      ,2500 CENTER ST NW,LARCENY-FROM VEHICLE,Carey Park,G,-84.47156,33.78999
07/30/2015,15:20:00                      ,3104 ABBEY DR SW,BURGLARY-RESIDENCE,Princeton Lakes,P,-84.50853,33.66726
07/30/2015,15:30:00                      ,1190 FOSTER ST NW,LARCENY-FROM VEHICLE,Blandtown,D,-84.41424,33.78692
07/30/2015,15:30:00                      ,1017 WESTVIEW DR SW,BURGLARY-NONRES,Ashview Heights,T,-84.42039,33.7482
07/30/2015,16:00:00                      ,2707 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Brookview Heights,G,-84.47583,33.77774
07/30/2015,16:25:00                      ,3170 ABBEY DR SW,AUTO THEFT,Princeton Lakes,P,-84.51237,33.66746
07/30/2015,16:43:00                      ,1450 DONNELLY AVE SW,LARCENY-NON VEHICLE,West End,T,-84.43479,33.73772
07/30/2015,17:00:00                      ,3232 PEACHTREE RD,LARCENY-FROM VEHICLE,Peachtree Park,B,-84.36829,33.83754
07/30/2015,17:14:00                      ,2497 FORREST PARK RD SE,AUTO THEFT,Leila Valley,Z,-84.36054,33.68641
07/30/2015,18:00:00                      ,30 MARIETTA STREET,LARCENY-NON VEHICLE,Downtown,M,-84.39134,33.75478
07/30/2015,18:00:00                      ,2231 CAMPBELLTON RD SW ,LARCENY-NON VEHICLE,Adams Park,R,-84.46168,33.70573
07/30/2015,18:20:00                      ,923 LEE ST SW,LARCENY-FROM VEHICLE,West End,T,-84.41607,33.72991
07/30/2015,18:30:00                      ,500 10TH ST NE,LARCENY-FROM VEHICLE,NULL,E,-84.36922,33.78223
07/30/2015,19:00:00                      ,3074 WATERS RD SW,LARCENY-FROM VEHICLE,Glenrose Heights,Z,-84.39683,33.67069
07/30/2015,19:00:00                      ,2980 JONESBORO RD SE,BURGLARY-RESIDENCE,South River Gardens,Z,-84.3694,33.67261
07/30/2015,19:51:00                      ,942 HANK AARON DR SW,ROBBERY-PEDESTRIAN,Peoplestown,V,-84.3873,33.72913
07/30/2015,20:00:00                      ,259 RICHARDSON ST SW,LARCENY-NON VEHICLE,Mechanicsville,V,-84.39654,33.74083
07/30/2015,20:10:00                      ,1179 WELCH ST SW,AGG ASSAULT,Pittsburgh,V,-84.40497,33.72273
07/30/2015,20:30:00                      ,3456 MEADOWLANE PL SW,AUTO THEFT,Meadowbrook Forest,P,-84.5009,33.69304
07/30/2015,20:50:00                      ,2102 MACON DR SW,LARCENY-FROM VEHICLE,Polar Rock,Z,-84.38907,33.69695
07/30/2015,21:00:00                      ,1700 NORTHSIDE DR NW,AUTO THEFT,Berkeley Park,D,-84.40791,33.80121
07/30/2015,21:00:00                      ,265 PEACHTREE CENTER AVE NE ,LARCENY-NON VEHICLE,Downtown,M,-84.38496,33.76158
07/30/2015,21:30:00                      ,972 LAWTON ST SW,LARCENY-FROM VEHICLE,Oakland City,S,-84.42308,33.72836
07/30/2015,22:00:00                      ,1876 DEFOOR AVE NW,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.42495,33.80645
07/30/2015,22:00:00                      ,182 SPENCE AVE SE,LARCENY-FROM VEHICLE,East Lake,O,-84.29592,33.74775
07/30/2015,22:00:00                      ,454 MELLVIEW AVE SW,AGG ASSAULT,Capitol View Manor,X,-84.40257,33.71753
07/30/2015,22:30:00                      ,2170 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,Campbellton Road,R,-84.45978,33.70551
07/30/2015,23:00:00                      ,3385 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,Atlanta Industrial Park,G,-84.49716,33.79239
07/30/2015,23:00:00                      ,808 MAGNOLIA WAY NW,AUTO THEFT,Vine City,L,-84.41411,33.75805
07/30/2015,23:00:00                      ,680 REED ST SE,LARCENY-FROM VEHICLE,Summerhill,V,-84.38542,33.7361
07/30/2015,23:16:00                      ,252 POLAR ROCK RD SW,AGG ASSAULT,Polar Rock,Z,-84.39771,33.69582
07/30/2015,NULL,1550 NORTHWEST DR NW,LARCENY-FROM VEHICLE,Monroe Heights,G,-84.48651,33.7971
07/31/2015,00:00:00                      ,1177 ARLINGTON AVE SW,BURGLARY-RESIDENCE,Oakland City,S,-84.42642,33.72564
07/31/2015,01:00:00                      ,1091 EUCLID AVE NE,ROBBERY-PEDESTRIAN,Inman Park,N,-84.35097,33.7636
07/31/2015,01:45:00                      ,1768 NOBLE DR NE,AUTO THEFT,Morningside/Lenox Park,F,-84.34284,33.80304
07/31/2015,01:50:00                      ,684 SMITH ST SW,AGG ASSAULT,Mechanicsville,V,-84.40061,33.73626
07/31/2015,02:20:00                      ,CAMPBELLTON RD SW / VENETIAN DR SW,AGG ASSAULT,Fort McPherson,S,-84.4341,33.7145
07/31/2015,02:30:00                      ,147 CLAIRE DR SW,AUTO THEFT,Lakewood Heights,Y,-84.3834,33.70489
07/31/2015,03:00:00                      ,2110 DONALD LEE HOLLOWELL PKWY NW,ROBBERY-PEDESTRIAN,Grove Park,J,-84.45469,33.77642
07/31/2015,03:30:00                      ,2909 CAMPBELLTON RD SW,ROBBERY-RESIDENCE,Southwest,R,-84.48265,33.69869
07/31/2015,04:30:00                      ,CAPITOL AVE @ MEMORIAL DRIVE,ROBBERY-PEDESTRIAN,Downtown,M,-84.38772,33.74695
07/31/2015,06:30:00                      ,1888 HOLLYWOOD RD NW,BURGLARY-NONRES,Riverside,D,-84.47158,33.80726
07/31/2015,06:30:00                      ,501 PULLIAM ST SW,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.39273,33.74038
07/31/2015,07:35:00                      ,840 MARIETTA ST NW,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.40691,33.77522
07/31/2015,08:00:00                      ,2964 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Peachtree Heights West,B,-84.38339,33.8358
07/31/2015,08:00:00                      ,960 E PACES FERRY RD NE,BURGLARY-RESIDENCE,Buckhead Heights,B,-84.35618,33.84691
07/31/2015,08:00:00                      ,625 MCGRUDER ST NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36675,33.75838
07/31/2015,08:00:00                      ,710 PROVINCE PL SE,LARCENY-FROM VEHICLE,Grant Park,W,-84.36389,33.73053
07/31/2015,08:00:00                      ,2906 FORREST HILLS DR SW,LARCENY-FROM VEHICLE,Hammond Park,X,-84.39927,33.67513
07/31/2015,09:00:00                      ,OLD HAPEVILLE RD SW / CLEVELAND AVE SW,LARCENY-NON VEHICLE,Browns Mill Park,Z,-84.39373,33.68111
07/31/2015,09:30:00                      ,1850 METROPOLITAN PKWY SW,LARCENY-NON VEHICLE,Sylvan Hills,X,-84.40795,33.70369
07/31/2015,10:00:00                      ,132 JOSEPH E LOWERY BLVD NW,ROBBERY-COMMERCIAL,Washington Park,K,-84.41774,33.75871
07/31/2015,10:00:00                      ,465 BOULEVARD SE,LARCENY-FROM VEHICLE,Grant Park,W,-84.3685,33.74183
07/31/2015,10:20:00                      ,100 PEACHTREE ST NW,LARCENY-NON VEHICLE,Downtown,M,-84.3886,33.75685
07/31/2015,10:30:00                      ,200 MARIETTA ST NE,LARCENY-NON VEHICLE,Downtown,M,-84.39451,33.75908
07/31/2015,10:30:00                      ,2355 BOLTON RD NW @BOLTON ROAD HOSP,LARCENY-NON VEHICLE,Bolton,D,-84.45941,33.81998
07/31/2015,10:50:00                      ,1876 DEFOOR AVE NW,LARCENY-NON VEHICLE,Underwood Hills,D,-84.42495,33.80645
07/31/2015,10:50:00                      ,2615 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Center Hill,J,-84.47236,33.7762
07/31/2015,11:00:00                      ,3534 MARTIN L KING JR DR SW,LARCENY-FROM VEHICLE,Adamsville,H,-84.50344,33.75771
07/31/2015,11:00:00                      ,339 TEMPLE ST NW,AUTO THEFT,Bankhead,K,-84.4218,33.76396
07/31/2015,11:00:00                      ,432 ANDREW J HAIRSTON PL NW,LARCENY-NON VEHICLE,English Avenue,L,-84.41393,33.76655
07/31/2015,11:00:00                      ,2150 SOUTHWOOD CV,LARCENY-NON VEHICLE,Ben Hill Terrace,P,-84.51856,33.69518
07/31/2015,12:00:00                      ,415 ARMOUR DR NE,AUTO THEFT,NULL,F,-84.37412,33.81267
07/31/2015,12:00:00                      ,433 HIGHLAND AVE NE,AGG ASSAULT,Old Fourth Ward,M,-84.37323,33.76128
07/31/2015,12:30:00                      ,757 SHADOWRIDGE DR SE,BURGLARY-RESIDENCE,East Atlanta,W,-84.34385,33.7335
07/31/2015,12:45:00                      ,804 AVON AVE SW,AUTO THEFT,Capitol View,X,-84.4139,33.72173
07/31/2015,13:50:00                      ,1641 PINEHURST DR SW,LARCENY-NON VEHICLE,Venetian Hills,S,-84.45228,33.71078
07/31/2015,14:00:00                      ,20 BROAD ST SW,LARCENY-NON VEHICLE,Downtown,M,-84.39208,33.75312
07/31/2015,14:00:00                      ,448 RALPH D ABERNATHY BLVD SW,AUTO THEFT,Mechanicsville,V,-84.40248,33.73642
07/31/2015,14:10:00                      ,1886 NORTHSIDE DR NW,BURGLARY-RESIDENCE,Channing Valley,C,-84.40823,33.80633
07/31/2015,14:27:00                      ,650 IRA ST SW,AGG ASSAULT,Mechanicsville,V,-84.39971,33.73719
07/31/2015,14:45:00                      ,255 COURTLAND ST NE @HILTON HOTEL,LARCENY-NON VEHICLE,Downtown,M,-84.38314,33.76157
07/31/2015,14:50:00                      ,411 FLAT SHOALS AVE,ROBBERY-COMMERCIAL,East Atlanta,W,-84.34852,33.74253
07/31/2015,15:00:00                      ,2795 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-RESIDENCE,Brookview Heights,G,-84.47961,33.7798
07/31/2015,15:00:00                      ,1373 BYRERE TER SW,BURGLARY-RESIDENCE,Venetian Hills,S,-84.43179,33.71756
07/31/2015,15:26:00                      ,501 PULLIAM ST SW,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.39273,33.74038
07/31/2015,15:30:00                      ,1080 W PEACHTREE ST NE,LARCENY-FROM VEHICLE,Midtown,E,-84.38782,33.78458
07/31/2015,15:45:00                      ,590 CASCADE AVE SW @KROGER - CASCADE,LARCENY-NON VEHICLE,West End,T,-84.43276,33.73812
07/31/2015,15:47:00                      ,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,NULL,E,-84.39195,33.81262
07/31/2015,16:00:00                      ,I-20 EB RAMP NW / MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,NULL,I,-84.44727,33.7505
07/31/2015,16:00:00                      ,2900 LANDRUM DR SW,AUTO THEFT,Southwest,R,-84.48372,33.70623
07/31/2015,16:15:00                      ,3243 WELMINGHAM DR SW,BURGLARY-RESIDENCE,Princeton Lakes,P,-84.51879,33.66248
07/31/2015,16:20:00                      ,1892 HOWELL MILL RD NW,ROBBERY-COMMERCIAL,Wildwood (NPU-C),C,-84.41316,33.80673
07/31/2015,16:21:00                      ,1870 CAMPBELLTON RD SW @QUALITY LIVING SERV,AGG ASSAULT,NULL,R,-84.4485,33.7081
07/31/2015,16:30:00                      ,3550 LENOX RD,LARCENY-NON VEHICLE,North Buckhead,B,-84.36725,33.85181
07/31/2015,17:00:00                      ,3221 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Buckhead Village,B,-84.37344,33.84218
07/31/2015,17:00:00                      ,930 CHATTAHOOCHEE AVE NW,LARCENY-NON VEHICLE,Underwood Hills,D,-84.41917,33.79916
07/31/2015,17:00:00                      ,710 BELLEMEADE AVE NW,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.41144,33.80009
07/31/2015,17:00:00                      ,2300 CARVER DR NW,ROBBERY-PEDESTRIAN,Dixie Hills,J,-84.46293,33.75973
07/31/2015,17:00:00                      ,78 BROAD ST NW,LARCENY-NON VEHICLE,Downtown,M,-84.39284,33.75221
07/31/2015,17:00:00                      ,3565 MARTIN L KING JR DR NW @Multiple,LARCENY-FROM VEHICLE,Adamsville,H,-84.50466,33.7601
07/31/2015,17:00:00                      ,1919 METROPOLITAN PKWY,AUTO THEFT,Sylvan Hills,X,-84.41017,33.70278
07/31/2015,17:26:00                      ,2325 MARIETTA BLVD,LARCENY-FROM VEHICLE,NULL,C,-84.45274,33.82065
07/31/2015,17:30:00                      ,3393 PEACHTREE RD NE,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
07/31/2015,17:50:00                      ,220 TROY ST NW,AGG ASSAULT,Hunter Hills,K,-84.42639,33.76087
07/31/2015,17:55:00                      ,924 GARRETT ST SE,LARCENY-FROM VEHICLE,Ormewood Park,W,-84.35787,33.74074
07/31/2015,18:00:00                      ,830 WILLOUGHBY WAY,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36061,33.76466
07/31/2015,18:00:00                      ,1628 PINEHURST DR SW,LARCENY-FROM VEHICLE,Venetian Hills,S,-84.45162,33.7113
07/31/2015,18:13:00                      ,1634 LAKEWOOD AVE SE,ROBBERY-PEDESTRIAN,Lakewood Heights,Y,-84.37962,33.70965
07/31/2015,18:30:00                      ,1036 BECKWITH ST SW,BURGLARY-RESIDENCE,Ashview Heights,T,-84.42181,33.75235
07/31/2015,18:30:00                      ,2000 LAKEWOOD AVE SE,LARCENY-FROM VEHICLE,Lakewood Heights,Y,-84.38725,33.70087
07/31/2015,18:40:00                      ,552 FLAT SHOALS AVE SE,LARCENY-NON VEHICLE,East Atlanta,W,-84.34418,33.73932
07/31/2015,18:50:00                      ,261 14TH ST NW,LARCENY-NON VEHICLE,Home Park,E,-84.39544,33.78647
07/31/2015,19:00:00                      ,2525 PIEDMONT RD NE @HOME DEPOT,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.366,33.8245
07/31/2015,19:00:00                      ,157 LUCKIE ST NW,AUTO THEFT,Downtown,M,-84.39141,33.75913
07/31/2015,19:00:00                      ,43 JESSE HILL JR DR NE,LARCENY-FROM VEHICLE,Downtown,M,-84.38013,33.75582
07/31/2015,19:00:00                      ,158 SAMPSON ST NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36571,33.75842
07/31/2015,19:00:00                      ,122 BELMONTE DR SW,LARCENY-FROM VEHICLE,Cascade Avenue/Road,S,-84.44396,33.72555
07/31/2015,19:00:00                      ,610 ROSALIA ST SE,LARCENY-FROM VEHICLE,Grant Park,W,-84.36767,33.73907
07/31/2015,19:00:00                      ,498 SINCLAIR AVE NE,LARCENY-FROM VEHICLE,Inman Park,N,-84.35079,33.76741
07/31/2015,19:03:00                      ,1700 NORTHSIDE DR NW,BURGLARY-RESIDENCE,Berkeley Park,D,-84.40791,33.80121
07/31/2015,19:42:00                      ,265 PEACHTREE CENTER AVE NE @MARIOTT MARQUIS,LARCENY-FROM VEHICLE,Downtown,M,-84.38496,33.76158
07/31/2015,19:50:00                      ,180 RALPH D ABERNATHY BLVD SW,ROBBERY-PEDESTRIAN,Mechanicsville,V,-84.39376,33.73656
07/31/2015,20:00:00                      ,3232 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Buckhead Forest,B,-84.37409,33.84413
07/31/2015,20:00:00                      ,709 KILLIAN ST SE,AUTO THEFT,Grant Park,W,-84.36437,33.73742
07/31/2015,20:09:00                      ,1700 NORTHSIDE DR NW,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.40791,33.80121
07/31/2015,20:15:00                      ,3760 PRINCETON LAKES PKWY SW,AUTO THEFT,Princeton Lakes,P,-84.51051,33.65806
07/31/2015,21:00:00                      ,387 HILL ST SE,AUTO THEFT,Grant Park,W,-84.37974,33.74436
07/31/2015,21:05:00                      ,900 JOSEPH E BOONE BLVD NW ,ROBBERY-PEDESTRIAN,Vine City,L,-84.41688,33.76337
07/31/2015,21:30:00                      ,339 WINDSOR ST SW,ROBBERY-PEDESTRIAN,Castleberry Hill,M,-84.39802,33.74506
07/31/2015,21:30:00                      ,608 EDGEWOOD AVE NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36741,33.75457
07/31/2015,21:30:00                      ,369 MCDANIEL ST SW,BURGLARY-RESIDENCE,The Villages at Castleberry H,T,-84.40523,33.74505
07/31/2015,22:00:00                      ,3660 CAMP CREEK PKWY SW,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.50787,33.65486
07/31/2015,22:00:00                      ,2900 LANDRUM DR SW,AUTO THEFT,Southwest,R,-84.48372,33.70623
07/31/2015,22:00:00                      ,1175 MORELAND AVE SE,ROBBERY-PEDESTRIAN,Woodland Hills,W,-84.34972,33.72241
07/31/2015,22:00:00                      ,1901 METROPOLITAN PKWY SW,BURGLARY-NONRES,Sylvan Hills,X,-84.40817,33.70228
07/31/2015,22:45:00                      ,1088 E CONFEDERATE AVE SE,AUTO THEFT,Ormewood Park,W,-84.3521,33.72498
07/31/2015,23:25:00                      ,468 GREENWOOD AVE NE,ROBBERY-RESIDENCE,Midtown,E,-84.37191,33.77725
07/31/2015,23:30:00                      ,1073 PIEDMONT AVENUE,ROBBERY-PEDESTRIAN,Midtown,E,-84.37904,33.78381
08/01/2015,01:00:00                      ,213 FAIRBURN RD NW,AGG ASSAULT,Adamsville,H,-84.50424,33.76136
08/01/2015,01:05:00                      ,675 METROPOLITAN PKWY SW,AGG ASSAULT,Adair Park,V,-84.41018,33.73653
08/01/2015,02:00:00                      ,500 BISHOP ST NW,BURGLARY-NONRES,Loring Heights,E,-84.40572,33.7918
08/01/2015,02:00:00                      ,1020 LAWTON ST SW,AGG ASSAULT,Oakland City,S,-84.42324,33.7279
08/01/2015,03:00:00                      ,214 COLONIAL HOMES DR NW,LARCENY-NON VEHICLE,Colonial Homes,C,-84.39454,33.81392
08/01/2015,05:00:00                      ,1050 LENOX PARK BLVD NE,LARCENY-FROM VEHICLE,Pine Hills,B,-84.34852,33.85011
08/01/2015,07:00:00                      ,3614 FAIRBURN PL NW,BURGLARY-RESIDENCE,Fairburn Heights,H,-84.50583,33.77204
08/01/2015,07:20:00                      ,2054 ADAMS OVLK NW,AUTO THEFT,Bolton,D,-84.45499,33.81162
08/01/2015,07:45:00                      ,3200 STONE RD SW,BURGLARY-RESIDENCE,Greenbriar,R,-84.49403,33.6697
08/01/2015,08:00:00                      ,222 FLORA AVE NE,BURGLARY-RESIDENCE,Edgewood,O,-84.34403,33.75976
08/01/2015,08:00:00                      ,233 WELLINGTON ST SW,BURGLARY-RESIDENCE,Mozley Park,K,-84.43854,33.74887
08/01/2015,08:30:00                      ,1977 MARTIN L KING JR DR NW,AUTO THEFT,NULL,I,-84.44767,33.75065
08/01/2015,08:30:00                      ,2594 CAMPBELLTON RD SW,BURGLARY-RESIDENCE,Campbellton Road,R,-84.4735,33.70242
08/01/2015,09:15:00                      ,265 PONCE DE LEON AVE NE,LARCENY-FROM VEHICLE,Midtown,E,-84.37869,33.77206
08/01/2015,10:00:00                      ,846 MORELAND AVE SE,BURGLARY-RESIDENCE,East Atlanta,W,-84.34923,33.73134
08/01/2015,11:00:00                      ,655 HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36599,33.76094
08/01/2015,11:10:00                      ,3193 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,NULL,C,-84.42767,33.84222
08/01/2015,11:30:00                      ,3540 N CAMP CREEK PKWY SW,AGG ASSAULT,NULL,P,-84.50299,33.67051
08/01/2015,11:40:00                      ,3200 STONE RD SW,BURGLARY-RESIDENCE,Greenbriar,R,-84.49403,33.6697
08/01/2015,12:00:00                      ,542 PEEPLES ST SW,AUTO THEFT,West End,T,-84.42026,33.74015
08/01/2015,13:00:00                      ,2900 PEACHTREE RD NW @Multiple,LARCENY-NON VEHICLE,Peachtree Heights West,B,-84.3841,33.83399
08/01/2015,13:00:00                      ,401 W PEACHTREE ST NE @PEACHTREE SUMMIT,LARCENY-FROM VEHICLE,Downtown,M,-84.3871,33.7654
08/01/2015,13:35:00                      ,230 WESTVIEW PL SW,AGG ASSAULT,Mozley Park,K,-84.43404,33.74882
08/01/2015,14:00:00                      ,398 IRWIN ST NE,LARCENY-FROM VEHICLE,Sweet Auburn,M,-84.37399,33.75777
08/01/2015,14:13:00                      ,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504
08/01/2015,14:30:00                      ,3393 PEACHTREE RD NE @Multiple,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
08/01/2015,14:35:00                      ,3030 HEADLAND DR SW,LARCENY-FROM VEHICLE,Greenbriar,R,-84.48742,33.68841
08/01/2015,14:39:00                      ,663 WINDSOR ST SW,LARCENY-NON VEHICLE,Mechanicsville,V,-84.39843,33.73661
08/01/2015,15:00:00                      ,3393 PEACHTREE RD NE @LENOX MALL,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
08/01/2015,15:00:00                      ,1559 JOHNSON RD NW,LARCENY-NON VEHICLE,Rockdale,G,-84.43786,33.78839
08/01/2015,15:00:00                      ,3746 BRITTANY WALK SW ,ROBBERY-PEDESTRIAN,Ben Hill Pines,P,-84.5081,33.68244
08/01/2015,16:30:00                      ,658 PENN AVE NE,LARCENY-FROM VEHICLE,Midtown,E,-84.37904,33.77258
08/01/2015,17:00:00                      ,190 MARIETTA ST NW ,LARCENY-NON VEHICLE,Downtown,M,-84.39487,33.75757
08/01/2015,17:15:00                      ,3306 TIARA CIR SW,LARCENY-FROM VEHICLE,Southwest,R,-84.49547,33.70187
08/01/2015,17:24:00                      ,3221 PEACHTREE RD,LARCENY-NON VEHICLE,Buckhead Village,B,-84.37344,33.84218
08/01/2015,17:37:00                      ,230 CLEVELAND AVE SW @Multiple,LARCENY-NON VEHICLE,Glenrose Heights,Z,-84.39573,33.68012
08/01/2015,17:50:00                      ,303 PARKWAY DR NE @ATLANTA MEDICAL CEN,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.37406,33.76272
08/01/2015,18:00:00                      ,660 9TH ST NW,LARCENY-FROM VEHICLE,Home Park,E,-84.40903,33.78051
08/01/2015,18:00:00                      ,405 LOFTON RD NW,BURGLARY-RESIDENCE,Loring Heights,E,-84.40123,33.79927
08/01/2015,18:00:00                      ,1986 HOSEA L WILLIAMS DR NE,LARCENY-FROM VEHICLE,Kirkwood,O,-84.32246,33.75153
08/01/2015,18:00:00                      ,1670 HAVILON DR SW,BURGLARY-RESIDENCE,Cascade Avenue/Road,S,-84.44273,33.72869
08/01/2015,18:09:00                      ,2900 PEACHTREE RD NW ,LARCENY-NON VEHICLE,Peachtree Heights West,B,-84.3841,33.83399
08/01/2015,18:10:00                      ,200 PEACHTREE ST NW,LARCENY-NON VEHICLE,Downtown,M,-84.38806,33.75889
08/01/2015,18:45:00                      ,209 PETERS ST SW,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.40036,33.74898
08/01/2015,18:45:00                      ,1530 DEKALB AVE NE,LARCENY-FROM VEHICLE,Candler Park,N,-84.33754,33.76282
08/01/2015,19:00:00                      ,1146 FAITH AVE SE,BURGLARY-RESIDENCE,Ormewood Park,W,-84.34991,33.74353
08/01/2015,19:00:00                      ,1368 PARK AVE ,BURGLARY-RESIDENCE,Chosewood Park,Y,-84.36971,33.71699
08/01/2015,19:15:00                      ,218 PEACHTREE ST NW,LARCENY-NON VEHICLE,Downtown,M,-84.38768,33.76028
08/01/2015,19:20:00                      ,1198 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41182,33.78777
08/01/2015,19:30:00                      ,610 NORTHSIDE DR NW,LARCENY-FROM VEHICLE,English Avenue,L,-84.40717,33.77111
08/01/2015,19:40:00                      ,230 SPRING ST SW,LARCENY-NON VEHICLE,Castleberry Hill,M,-84.39808,33.74789
08/01/2015,19:40:00                      ,1634 MCLENDON AVE NE,LARCENY-FROM VEHICLE,Candler Park,N,-84.33395,33.765
08/01/2015,19:45:00                      ,275 BAKER ST NW,LARCENY-FROM VEHICLE,Downtown,M,-84.39568,33.76206
08/01/2015,20:15:00                      ,1810 CHESHIRE BRIDGE RD NE,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.36357,33.8091
08/01/2015,21:00:00                      ,84 4TH ST NE,LARCENY-FROM VEHICLE,Midtown,E,-84.3844,33.77499
08/01/2015,21:00:00                      ,351 MORELAND AVE NE,LARCENY-FROM VEHICLE,Candler Park,N,-84.34873,33.76393
08/01/2015,21:30:00                      ,940 NEW TOWN CIR SE,AUTO THEFT,Thomasville Heights,Z,-84.3593,33.70838
08/01/2015,21:30:00                      ,1019 COLLIER RD NW,LARCENY-FROM VEHICLE,NULL,C,-84.42057,33.81187
08/01/2015,22:00:00                      ,3787 MARTIN L KING JR DR NW,AUTO THEFT,Old Gordon,H,-84.51217,33.76733
08/01/2015,22:00:00                      ,355 NORTH AVE NE @CROSBY SPEARS TOWER,AUTO THEFT,Old Fourth Ward,M,-84.37571,33.77111
08/02/2015,00:00:00                      ,704 ENGLISH AVE NW,LARCENY-FROM VEHICLE,English Avenue,L,-84.41361,33.77394
08/02/2015,00:00:00                      ,630 TRAVIS ST NW,LARCENY-FROM VEHICLE,English Avenue,L,-84.40876,33.77159
08/02/2015,00:00:00                      ,218 PEACHTREE ST NW,LARCENY-FROM VEHICLE,Downtown,M,-84.38768,33.76028
08/02/2015,00:30:00                      ,220 RENAISSANCE PKWY NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.37912,33.76959
08/02/2015,00:45:00                      ,736 PONCE DE LEON PL NE,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.36368,33.77458
08/02/2015,00:50:00                      ,1275 PRYOR RD SW,LARCENY-NON VEHICLE,Pittsburgh,V,-84.39381,33.71983
08/02/2015,01:00:00                      ,1052 SAINT CHARLES AVE NE,AUTO THEFT,Virginia Highland,F,-84.35327,33.7755
08/02/2015,01:00:00                      ,537 PLAINVILLE DRIVE SW,RAPE,Wildwood (NPU-H),H,-84.51794,33.74288
08/02/2015,01:15:00                      ,1892 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Wildwood (NPU-C),C,-84.41316,33.80673
08/02/2015,01:30:00                      ,215 FORSYTH ST SW,ROBBERY-PEDESTRIAN,Downtown,M,-84.3968,33.74892
08/02/2015,01:50:00                      ,2423 MARTIN L KING JR DR NW,AUTO THEFT,Florida Heights,I,-84.46623,33.75183
08/02/2015,02:30:00                      ,1683 LAKEWOOD AVE SE,AUTO THEFT,Lakewood Heights,Y,-84.38035,33.7083
08/02/2015,02:41:00                      ,400 EDGEWOOD AVE NE,LARCENY-NON VEHICLE,Sweet Auburn,M,-84.37465,33.75464
08/02/2015,03:00:00                      ,700 W PACES FERRY RD NW,AGG ASSAULT,West Paces Ferry/Northside,A,-84.41051,33.84774
08/02/2015,03:45:00                      ,28 IRBY AVE NW,AUTO THEFT,South Tuxedo Park,B,-84.38018,33.84102
